AMOUNT,VENDOR_ID,DATE,TIME,VENDOR_NAME
28,6702161,6/20/2017,52:26.0,Jogeshwari Juice Centre
47,6692160,6/21/2017,55:03.3,Quality Sandwich
23,6682160,6/21/2017,55:22.7,M. D. B. Tea & Snacks
70,6762160,6/21/2017,50:42.3,BK Caters
24,6682160,6/21/2017,18:23.5,M. D. B. Tea & Snacks
47,6692160,6/21/2017,10:59.4,Quality Sandwich
17,6672160,6/22/2017,20:49.7,Joshi Snacks Centre
12,6682160,6/22/2017,21:32.1,M. D. B. Tea & Snacks
70,6762160,6/22/2017,48:32.2,BK Caters
8,6682160,7/3/2017,50:26.0,M. D. B. Tea & Snacks
12,6682160,7/4/2017,00:30.9,M. D. B. Tea & Snacks
34,6692160,7/4/2017,04:15.8,Quality Sandwich
53,6762160,7/4/2017,27:23.2,BK Caters
23,6682160,7/4/2017,42:42.6,M. D. B. Tea & Snacks
69,6692160,7/5/2017,32:37.0,Quality Sandwich
23,6682160,7/5/2017,35:58.3,M. D. B. Tea & Snacks
106,6762162,7/6/2017,06:52.3,BK Caters
47,6692160,7/6/2017,01:02.9,Quality Sandwich
21,6682160,7/6/2017,02:20.2,M. D. B. Tea & Snacks
35,6682160,7/6/2017,01:58.6,M. D. B. Tea & Snacks
23,6682160,7/7/2017,02:41.3,M. D. B. Tea & Snacks
47,6692160,7/7/2017,03:25.6,Quality Sandwich
70,6742160,7/7/2017,54:46.8,Yogi Hospitality
29,6682160,7/10/2017,33:24.7,M. D. B. Tea & Snacks
26,6682160,7/10/2017,33:17.8,M. D. B. Tea & Snacks
18,6672160,7/11/2017,30:00.0,Joshi Snacks Centre
23,6682160,7/11/2017,38:00.1,M. D. B. Tea & Snacks
53,6762160,7/11/2017,42:39.7,BK Caters
53,6762162,7/13/2017,05:37.9,BK Caters
15,6952160,7/14/2017,36:04.6,Pune Special
47,6692160,7/14/2017,35:21.2,Quality Sandwich
70,6742161,7/14/2017,26:56.7,Yogi Hospitality
60,6952160,7/17/2017,42:49.3,Pune Special
53,6762162,7/17/2017,09:48.7,BK Caters
23,6822160,7/20/2017,49:45.2,Sai Snacks Centre
60,6952160,7/20/2017,56:13.6,Pune Special
70,6762162,7/20/2017,06:33.6,BK Caters
15,6952160,7/20/2017,08:22.7,Pune Special
12,6682160,7/20/2017,09:07.8,M. D. B. Tea & Snacks
30,6952160,7/20/2017,25:39.2,Pune Special
60,6952160,7/21/2017,21:40.2,Pune Special
53,6762162,7/21/2017,13:55.8,BK Caters
53,6762162,7/21/2017,13:44.8,BK Caters
15,6952160,7/21/2017,44:36.8,Pune Special
15,6952160,7/21/2017,01:22.2,Pune Special
15,6952160,7/24/2017,50:57.4,Pune Special
24,6672160,7/24/2017,30:27.5,Joshi Snacks Centre
30,6952160,7/24/2017,31:09.3,Pune Special
15,6952160,7/24/2017,00:49.9,Pune Special
22,6822160,7/25/2017,34:07.7,Sai Snacks Centre
15,6952160,7/25/2017,51:37.2,Pune Special
53,6762162,7/25/2017,24:37.8,BK Caters
15,6952160,7/25/2017,28:41.6,Pune Special
24,6672160,7/25/2017,46:10.5,Joshi Snacks Centre
47,6692160,7/26/2017,01:21.8,Quality Sandwich
15,6952160,7/26/2017,31:48.8,Pune Special
45,6952160,7/28/2017,39:11.2,Pune Special
47,6692160,7/28/2017,31:45.7,Quality Sandwich
45,6952160,7/28/2017,50:23.4,Pune Special
75,6952160,7/31/2017,16:52.6,Pune Special
15,6952160,7/31/2017,31:50.8,Pune Special
90,6952160,8/1/2017,46:10.5,Pune Special
15,6952160,8/1/2017,16:26.7,Pune Special
35,6762160,8/1/2017,06:57.4,BK Caters
60,6952160,8/2/2017,38:37.4,Pune Special
53,6762162,8/3/2017,34:18.7,BK Caters
23,6822160,8/7/2017,37:11.6,Sai Snacks Centre
15,6952160,8/7/2017,59:52.1,Pune Special
29,6682160,8/7/2017,33:27.2,M. D. B. Tea & Snacks
15,6952160,8/7/2017,51:17.1,Pune Special
15,6952160,8/8/2017,21:50.3,Pune Special
12,6682162,8/8/2017,19:52.2,MDB Tea & Snacks
15,6952160,8/8/2017,19:03.5,Pune Special
12,6672160,8/9/2017,29:30.8,Joshi Snacks Centre
15,6952160,8/9/2017,29:55.3,Pune Special
15,6952160,8/9/2017,03:29.2,Pune Special
15,6952160,8/9/2017,04:52.4,Pune Special
60,6952160,8/10/2017,43:44.5,Pune Special
15,6952160,8/10/2017,48:27.2,Pune Special
15,6952160,8/10/2017,50:40.8,Pune Special
50,6952160,8/11/2017,07:50.5,Pune Special
15,6952160,8/11/2017,23:19.6,Pune Special
15,6952160,8/11/2017,46:29.1,Pune Special
15,6952160,8/11/2017,03:48.5,Pune Special
90,6952162,8/17/2017,22:51.9,Pune Special
35,6692160,8/18/2017,52:39.7,Quality Sandwich
15,6952162,8/18/2017,12:14.8,Pune Special
40,6952162,8/18/2017,43:53.5,Pune Special
15,6952162,8/18/2017,44:03.8,Pune Special
15,6952162,8/18/2017,44:09.8,Pune Special
47,6692160,8/21/2017,43:43.7,Quality Sandwich
15,6952160,8/21/2017,47:37.7,Pune Special
35,6952160,8/22/2017,54:18.8,Pune Special
53,6762162,8/22/2017,21:15.5,BK Caters
15,6952160,8/22/2017,01:57.5,Pune Special
50,6952160,8/23/2017,52:50.1,Pune Special
40,6952160,8/23/2017,08:47.7,Pune Special
45,6952160,8/24/2017,47:59.0,Pune Special
15,6952160,8/24/2017,51:31.4,Pune Special
120,6952160,8/24/2017,11:16.2,Pune Special
15,6952160,8/25/2017,22:41.3,Pune Special
35,6952160,8/25/2017,22:18.3,Pune Special
12,6682162,8/28/2017,13:42.2,MDB Tea & Snacks
115,6952162,8/28/2017,11:06.0,Pune Special
65,6952160,8/29/2017,13:58.4,Pune Special
90,6952160,8/29/2017,12:52.4,Pune Special
15,6952160,8/29/2017,43:06.9,Pune Special
30,6952160,8/29/2017,38:34.5,Pune Special
35,6952160,8/30/2017,33:15.5,Pune Special
30,6952160,8/30/2017,46:56.3,Pune Special
45,6952160,8/30/2017,48:10.6,Pune Special
22,6692160,8/31/2017,23:42.0,Quality Sandwich
12,6682162,8/31/2017,34:09.2,MDB Tea & Snacks
35,6952160,8/31/2017,51:53.3,Pune Special
90,6952162,9/1/2017,26:31.9,Pune Special
80,6952162,9/1/2017,25:35.2,Pune Special
15,6952162,9/1/2017,36:15.5,Pune Special
35,6952162,9/4/2017,15:42.7,Pune Special
15,6952162,9/4/2017,29:18.7,Pune Special
10,6772160,9/4/2017,37:26.4,SwamiRaj Icecream & Snacks
30,6702161,9/4/2017,45:06.2,Jogeshwari Juice Centre
15,6952162,9/4/2017,39:14.5,Pune Special
50,6952162,9/4/2017,35:51.7,Pune Special
15,6952162,9/6/2017,29:22.7,Pune Special
35,6952162,9/6/2017,10:28.8,Pune Special
65,6952162,9/7/2017,05:12.6,Pune Special
50,6952162,9/7/2017,39:14.4,Pune Special
15,6952162,9/7/2017,57:03.7,Pune Special
15,6952162,9/7/2017,24:19.1,Pune Special
60,6952162,9/8/2017,45:30.9,Pune Special
15,6952162,9/8/2017,12:03.4,Pune Special
20,6952162,9/8/2017,55:22.9,Pune Special
18,6682162,9/8/2017,38:31.6,MDB Tea & Snacks
45,6952162,9/8/2017,42:31.6,Pune Special
8,6672160,9/8/2017,11:55.1,Joshi Snacks Centre
65,6952162,9/11/2017,13:53.1,Pune Special
53,6762162,9/11/2017,04:54.4,BK Caters
15,6952162,9/11/2017,14:18.4,Pune Special
15,6952160,9/11/2017,23:56.4,Pune Special
20,6952160,9/11/2017,00:25.7,Pune Special
15,6952160,9/11/2017,00:42.6,Pune Special
81,6692160,9/11/2017,04:50.8,Quality Sandwich
53,6762162,9/12/2017,30:13.4,BK Caters
35,6952160,9/12/2017,54:41.7,Pune Special
59,6732162,9/12/2017,23:05.3,AJ Snacks
15,6952160,9/12/2017,06:57.4,Pune Special
15,6952162,9/13/2017,31:11.8,Pune Special
20,6952162,9/13/2017,31:04.3,Pune Special
15,6952162,9/13/2017,26:33.5,Pune Special
15,6952162,9/13/2017,43:37.9,Pune Special
15,6952162,9/14/2017,55:08.9,Pune Special
12,6682162,9/14/2017,55:26.2,MDB Tea & Snacks
15,6952160,9/15/2017,01:47.0,Pune Special
60,6952160,9/15/2017,49:02.3,Pune Special
12,6682162,9/18/2017,41:25.0,MDB Tea & Snacks
15,6952160,9/18/2017,27:48.8,Pune Special
23,6822160,9/18/2017,19:03.3,Sai Snacks Centre
53,6762160,9/18/2017,45:23.0,BK Caters
60,6952162,9/19/2017,23:13.8,Pune Special
12,6672160,9/19/2017,47:42.5,Joshi Snacks Centre
15,6952162,9/19/2017,38:16.2,Pune Special
12,6672160,9/19/2017,58:45.7,Joshi Snacks Centre
23,6682162,9/20/2017,38:35.8,MDB Tea & Snacks
50,6952160,9/20/2017,38:09.3,Pune Special
23,6822160,9/20/2017,32:38.6,Sai Snacks Centre
8,6672160,9/21/2017,51:11.4,Joshi Snacks Centre
80,6952162,9/22/2017,40:05.4,Pune Special
20,6672160,9/22/2017,53:20.4,Joshi Snacks Centre
12,6682162,9/22/2017,22:39.7,MDB Tea & Snacks
60,6702161,9/25/2017,48:01.7,Jogeshwari Juice Centre
12,6682162,9/25/2017,21:51.0,MDB Tea & Snacks
12,6682162,9/25/2017,34:47.6,MDB Tea & Snacks
47,6692160,9/25/2017,43:25.9,Quality Sandwich
12,6682162,9/25/2017,44:11.3,MDB Tea & Snacks
12,6682162,9/25/2017,59:11.3,MDB Tea & Snacks
35,6952162,9/26/2017,16:07.8,Pune Special
50,6952162,9/26/2017,12:49.1,Pune Special
12,6682160,9/26/2017,31:32.3,M. D. B. Tea & Snacks
70,6762162,9/26/2017,12:07.6,BK Caters
65,6952160,9/26/2017,15:18.4,Pune Special
12,6682160,9/26/2017,09:58.1,M. D. B. Tea & Snacks
12,6682160,9/26/2017,10:06.8,M. D. B. Tea & Snacks
34,6692160,9/26/2017,41:20.1,Quality Sandwich
12,6682160,9/27/2017,40:24.9,M. D. B. Tea & Snacks
12,6682160,9/27/2017,45:39.6,M. D. B. Tea & Snacks
80,6952162,9/27/2017,06:43.9,Pune Special
34,6692160,10/10/2017,41:19.0,Quality Sandwich
20,6772160,10/10/2017,55:46.9,SwamiRaj Icecream & Snacks
35,6692160,10/10/2017,58:04.2,Quality Sandwich
46,6682160,10/10/2017,05:14.2,M. D. B. Tea & Snacks
76,6692160,10/10/2017,31:30.9,Quality Sandwich
12,6682160,10/10/2017,42:59.8,M. D. B. Tea & Snacks
68,6692160,10/11/2017,38:40.2,Quality Sandwich
14,6672160,10/12/2017,47:18.2,Joshi Snacks Centre
46,6682160,10/12/2017,59:38.9,M. D. B. Tea & Snacks
28,6682160,10/12/2017,29:24.6,M. D. B. Tea & Snacks
8,6682162,10/12/2017,35:03.8,MDB Tea & Snacks
47,6692160,10/13/2017,44:28.2,Quality Sandwich
68,6692160,10/16/2017,36:19.7,Quality Sandwich
40,6682160,10/16/2017,50:18.8,M. D. B. Tea & Snacks
30,6702161,10/16/2017,16:03.3,Jogeshwari Juice Centre
28,6682160,10/16/2017,30:16.3,M. D. B. Tea & Snacks
28,6682160,10/16/2017,39:38.9,M. D. B. Tea & Snacks
12,6682160,10/16/2017,40:03.7,M. D. B. Tea & Snacks
23,6682160,10/17/2017,26:32.2,M. D. B. Tea & Snacks
22,6692160,10/17/2017,19:41.5,Quality Sandwich
40,6682160,10/17/2017,05:46.4,M. D. B. Tea & Snacks
12,6682160,10/17/2017,44:39.1,M. D. B. Tea & Snacks
12,6682160,10/20/2017,10:40.6,M. D. B. Tea & Snacks
28,6682160,10/20/2017,03:08.8,M. D. B. Tea & Snacks
12,6682160,10/20/2017,29:53.6,M. D. B. Tea & Snacks
8,6682160,10/20/2017,30:31.7,M. D. B. Tea & Snacks
28,6682160,10/23/2017,35:09.3,M. D. B. Tea & Snacks
12,6682160,10/23/2017,33:06.7,M. D. B. Tea & Snacks
71,6692160,10/24/2017,28:09.9,Quality Sandwich
12,6682160,10/24/2017,27:33.5,M. D. B. Tea & Snacks
60,6702161,10/24/2017,12:17.9,Jogeshwari Juice Centre
12,6682160,10/24/2017,56:57.7,M. D. B. Tea & Snacks
12,6682160,10/25/2017,41:42.4,M. D. B. Tea & Snacks
40,6682160,10/25/2017,36:02.6,M. D. B. Tea & Snacks
35,6692160,10/25/2017,29:57.2,Quality Sandwich
12,6682160,10/25/2017,27:34.4,M. D. B. Tea & Snacks
30,6702161,10/25/2017,01:49.4,Jogeshwari Juice Centre
24,6682160,10/25/2017,31:39.5,M. D. B. Tea & Snacks
47,6692160,10/26/2017,19:00.3,Quality Sandwich
12,6682160,10/26/2017,32:49.7,M. D. B. Tea & Snacks
12,6682160,10/26/2017,42:37.9,M. D. B. Tea & Snacks
35,6952160,10/26/2017,26:00.4,Pune Special
12,6682160,10/26/2017,33:40.2,M. D. B. Tea & Snacks
12,6682160,10/26/2017,34:06.5,M. D. B. Tea & Snacks
8,6682160,10/27/2017,34:50.9,M. D. B. Tea & Snacks
23,6682160,10/27/2017,33:10.7,M. D. B. Tea & Snacks
23,6822160,10/27/2017,19:22.4,Sai Snacks Centre
24,6682160,10/27/2017,19:35.3,M. D. B. Tea & Snacks
20,6682160,10/27/2017,37:00.8,M. D. B. Tea & Snacks
34,6692160,10/30/2017,09:02.6,Quality Sandwich
26,6682160,10/30/2017,13:58.2,M. D. B. Tea & Snacks
24,6682160,10/30/2017,28:34.2,M. D. B. Tea & Snacks
34,6692160,10/30/2017,57:11.6,Quality Sandwich
12,6682160,10/30/2017,08:09.3,M. D. B. Tea & Snacks
26,6682160,10/31/2017,12:58.6,M. D. B. Tea & Snacks
70,6762160,11/1/2017,15:27.2,BK Caters
35,6682160,11/1/2017,59:43.2,M. D. B. Tea & Snacks
12,6682160,11/1/2017,30:14.8,M. D. B. Tea & Snacks
12,6682160,11/1/2017,51:54.2,M. D. B. Tea & Snacks
23,6682160,11/2/2017,06:41.6,M. D. B. Tea & Snacks
47,6692160,11/2/2017,05:56.1,Quality Sandwich
70,6762162,11/2/2017,02:00.7,BK Caters
12,6682160,11/2/2017,56:31.7,M. D. B. Tea & Snacks
24,6682160,11/2/2017,58:02.1,M. D. B. Tea & Snacks
23,6682160,11/3/2017,10:35.2,M. D. B. Tea & Snacks
70,6762160,11/3/2017,56:40.4,BK Caters
12,6682160,11/6/2017,43:13.3,M. D. B. Tea & Snacks
